statement,label,domain,source,correction
"California ""admitted"" there were ""a million"" illegal votes in the 2016 presidential election.",0.0,politics,politifact,
"Gavin Newsom reportedly intervened at the request of Nancy Pelosi and directly ordered the California Highway Patrol to drop all charges"" against Paul Pelosi for his DUI arrest.",1.0,politics,politifact,
"Gov. Gavin Newsom has ""no power or authority"" to extend the state of emergency in California because it expired ""automatically"" on May 6, 2020.",1.0,politics,politifact,
"Says Kamala Harris said ""once Trump's gone"" from the White House, ""we'll be coming for you next. You will feel the vengeance of a nation.",0.0,politics,politifact,
"You know how many convicted felons Scott Walker let out during his eight years early on parole? Zero. Tony Evers is approaching 1,000 of these that he's let out early.",0.0,politics,politifact,
Rubio: 'Rape victims should be in custody if there is suspicion that they're planning abortion.',0.0,politics,politifact,
"Mailing in a ballot ""gives the bad guys a chance to know how many ballots they need to make.",0.0,politics,politifact,
"Says ""22 to 24 people"" came into the United States due to family connection with suspect in the October 2017 New York City terror attack.",1.0,politics,politifact,
Disney pushes 'We love Satan' in new family Christmas movie.,1.0,politics,politifact,
"The United States' southern border is ""basically open"" and is ""a super spreader event.",1.0,politics,politifact,
"I am the only candidate who ran in either primary who said, 'I will not raise taxes on the middle class.'",0.0,politics,politifact,
"The DNC hack showed you that the Clinton campaign was working to schedule (primary) debates against (Bernie) Sanders,"" and the Clinton campaign is continuing this ""ploy"" against Donald Trump.",1.0,politics,politifact,
"The ammunition used in the Orlando shooting ""is banned by Geneva Convention. It enters the body, spins & explodes.",1.0,politics,politifact,
"Brazil's presidential election was ""stolen.",1.0,politics,politifact,
"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.",1.0,politics,politifact,
"Obama ""remains silent"" and ""is never asked how he feels about his church honoring Farrakhan.",1.0,politics,politifact,
Says Joe Biden stayed silent about violence at Black Lives Matter protests.,1.0,politics,politifact,
"Documents released by Edward Snowden reveal that American, British and Israeli intelligence agencies worked together to create the Islamic State.",0.0,politics,politifact,
A photograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,0.0,politics,politifact,
Says stories about his birth certificate drowned out media coverage of the Republican and White House budget plans the week of April 11.,1.0,politics,politifact,
"Says House Democrats leading the impeachment inquiry are ""denying President Trump basic fairness and due process accorded every American.",1.0,politics,politifact,
We've got dozens of counties around America that have zero insurers left.,0.0,politics,politifact,
Italy drastically reduced the country's official COV1D-19 death count by over 97%. This means Covid killed fewer people than an average seasonal flu.,1.0,politics,politifact,
"Seventy four percent of Californians are absolutely against sanctuary state"" policies.",1.0,politics,politifact,
"You can't pour water on flames from an electric car battery because ""water makes lithium burn.",1.0,politics,politifact,
The president's first major foreign policy speech in Cairo was to apologize for our country.,1.0,politics,politifact,
We're the only nation in the world that does not use the military to secure our border.,0.0,politics,politifact,
"Ukrainian ""attack destroys skyscraper in Moscow.",1.0,politics,politifact,
"Nancy Pelosi explains how Democrats demonize political opponents through the ""wrap-up smear.",0.0,politics,politifact,
"Says Joe Biden said, ""This country is doomed, not just because of African Americans, but because by 2040 this country is going to be minority white European.",1.0,politics,politifact,
United Airlines flight attendant slaps crying baby during flight.,0.0,politics,politifact,
One out of every five people that the federal government charges with murder is an illegal alien.,1.0,politics,politifact,
"Rural schools enroll 40 percent of American children, but receive only 22 percent of federal education funding.",1.0,politics,politifact,
"Says Emmanuel Macron said, ""I no longer have any intention of sacrificing my life, my time, my freedom and the adolescence of my daughters, as well as their right to study properly, for those who refuse to be vaccinated.",1.0,politics,politifact,
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,0.0,politics,politifact,
The Social Security check is now (or soon will be) referred to as a 'Federal Benefit Payment.',1.0,politics,politifact,
"Says the mayor's job ""is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we don't have, we don't say yes even if CH2M Hill wants us to.",1.0,politics,politifact,
"It's an absolute fact"" that China and North Korea ""have consistently over many, many years"" meddled in U.S. elections.",1.0,politics,politifact,
"Says there were ""600,000 plus unlawful votes in Philly and Pitt.",0.0,politics,politifact,
Says Democratic Party created the Ku Klux Klan.,1.0,politics,politifact,
The FBI has become America's secret police …  like the old KGB.,0.0,politics,politifact,
An image shows President Joe Biden touching Olivia Rodrigo's shoulders during a White House press briefing.,0.0,politics,politifact,
"Of the roughly 15 percent of Americans who don't have health insurance, ""half of them made more than $50,000 a year.",1.0,politics,politifact,
Texas Roadhouse is sending vouchers for a free steak dinner for four to everyone who shares and comments on a Facebook post.,1.0,politics,politifact,
"Says Al Franken ""voted to exempt himself and Congress from enrolling in (the Affordable Care Act marketplaces).",1.0,politics,politifact,
"A video shows an actor ""getting into character before his press interview less than 24 hours after the supposed killing of his 6-year-old daughter.",0.0,politics,politifact,
The state of California is begging us to build walls in certain areas. They don't tell you that.,0.0,politics,politifact,
"John Cornyn ""voted twice in 2013 to back Obama's amnesty plan.",0.0,politics,politifact,
The number of Americans who receive means-tested government benefits -- welfare -- now outnumbers those who are year-round full-time workers.,1.0,politics,politifact,
"Healthy pilots are suffering from myocarditis and dropping dead on flights"" because of the COVID-19 vaccines.",1.0,politics,politifact,
Leaked audio tape of the 911 call from the Paul Pelosi attack has surfaced. The call proves that the liberal media has lied about what really happened.,1.0,politics,politifact,
Says the D.C. city council passed a law banning lethal rat trapping.,0.0,politics,politifact,
"Former slave Nancy Green, the first Aunt Jemima model, died ""as one of America's first black millionaires.",1.0,politics,politifact,
A photo of a homeless camp on old railroad tracks is present-day Los Angeles.,1.0,politics,politifact,
"Wisconsin has only one county, Dane, ""that's hand counting the votes"" in the 2016 presidential recount.",0.0,politics,politifact,
"Says U.S. Rep. Sean Casten has held numerous ""invite-only"" town halls.",0.0,politics,politifact,
Video clips show staged war footage from Ukraine.,0.0,politics,politifact,
A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.,0.0,politics,politifact,
Hair weave and lace fronts manufactured in China may contain the coronavirus.,0.0,politics,politifact,
"Says Donald Trump offered his hotel ""to our troops to sleep in after they were put in a car garage.",1.0,politics,politifact,
"What we said was, you can keep (your plan) if it hasn't changed since the law passed.",0.0,politics,politifact,
Mayor Fung wants to punish our children's education by removing 12 million dollars from current funding to pay for his private charter school. Your taxes would increase by between 6 and 8 percent per year.,0.0,politics,politifact,
"300,000 Floridians have lost their health insurance"" as a result of Obamacare.",1.0,politics,politifact,
"Gov. Scott Walker (is) more than halfway to (his) 250,000 jobs goal.",0.0,politics,politifact,
"As written, the (Illinois school funding) bill includes a bailout of Chicago's broken teacher pension system.",1.0,politics,politifact,
"Among Syrian refugees and migrants coming into Europe, ""there look like very few women. Very few children.",1.0,politics,politifact,
"There haven't been tax cuts for the rich"" in Rhode Island.",1.0,politics,politifact,
"Putting a national lockdown, stay-at-home orders, is like house arrest. Other than slavery, which was a different kind of restraint, this is the greatest intrusion on civil liberties in American history.",1.0,politics,politifact,
"David Perdue ""has never voted in a Republican primary until his name was on the ballot.",1.0,politics,politifact,
Says Tom Hughes supports paving over thousands of acres with over-development and sprawl.,1.0,politics,politifact,
"The Obama administration ""manipulated deportation data to make it appear that the Border Patrol was deporting more illegal immigrants than the Bush administration.",1.0,politics,politifact,
"Many countries (in NATO) owe us a tremendous amount of money for many years back, where they're delinquent, as far as I'm concerned, because the United States has had to pay for them.",1.0,politics,politifact,
The day before 9/11 the Pentagon reported $2.3 trillion missing.,1.0,politics,politifact,
"In the health care bill, we're now offering insurance for dogs.",0.0,politics,politifact,
"A photo of ""Obama's White House staff"" shows the alleged Ukraine whistleblower.",1.0,politics,politifact,
"The war in Ukraine is ""scripted and staged.",0.0,politics,politifact,
"A tragic end today"" for CNN's Sanjay Gupta",1.0,politics,politifact,
"The Supreme Court ""has decided to take up the Texas case.",1.0,politics,politifact,
"ISIS Lays Down Arms After Katy Perry's Impassioned Plea To 'Like, Just Co-Exist'",0.0,politics,politifact,
"It was found unconstitutional to drug test elected officials because it prevents us, as citizens, from having that First Amendment right.",1.0,politics,politifact,
BREAKING: Nancy Pelosi to resign after new revelations.,0.0,politics,politifact,
"At a top robotics company in Japan this week, four robots being developed for military applications killed 29 humans in the lab.",1.0,politics,politifact,
Say Sen. Lindsey Graham supports the Green New Deal.,0.0,politics,politifact,
Abortion is the second-most conducted surgical procedure in this country.,0.0,politics,politifact,
In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.,1.0,politics,politifact,
"Next year, ""you will be mandated by federal law to get rid of your existing light bulbs.",0.0,politics,politifact,
"Wisconsin's lawsuit rules are so anti-business that the state's system is ""one of the most promiscuous"" in America.",1.0,politics,politifact,
"Deaths from vaccines have totaled 1,621 from Johnson & Johnson, 4,799 from Moderna, 13,039 from Pfizer and 73 from unknown vaccines. And this is an undercount because ""only 1% of deaths are reported.",1.0,politics,politifact,
"The U.N. Arms Treaty ""infringes upon our right to keep and bear arms.",1.0,politics,politifact,
I sponsored the new Buy American law,1.0,politics,politifact,
"Antarctica has ""an entrance to a different world"" — a ""mythic land"" with green forests, giant animals, and ""extraterrestrial technologies.",0.0,politics,politifact,
"Video shows ""California sets their own forest fires and claims them as climate change effects.",1.0,politics,politifact,
They've now killed close to twice as many kids from the vaccine as have died from COVID.,0.0,politics,politifact,
"Says Gov. Chris Christie's ""poll ratings have been going up.",1.0,politics,politifact,
"Says that for two weeks after you get a flu shot you are an ""active, live walking virus.",0.0,politics,politifact,
"What I look at every month is how many more New Jerseyans are back to work. You have another 9,900 last month that are back to work and over almost 90,000 that are back to work now since I became governor.",1.0,politics,politifact,
"When children are given vaccines for COVID-19, ""a viral gene will be injected into your children's cells. This gene forces your child's body to make toxic spike proteins. These proteins often cause permanent damage in children's critical organs.",1.0,politics,politifact,
[The] ACLU and atheists in Denver are demanding the NFL stop [Tim Tebow] from praying on the sidelines.,0.0,politics,politifact,
"Says Pete Gallego ""went and lobbied after you fired him from Congress.",1.0,politics,politifact,
"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnson's Great Society.",1.0,politics,politifact,
U.S. military holding White House for Trump's return.,0.0,politics,politifact,
About $4.89 billion in one-time money was used to balance the current state general revenue fund budget.,1.0,politics,politifact,
"The Mitchell Park Domes ""lose about $1 million-plus every year"" and ""the number of people going to the Domes has been going down.",1.0,politics,politifact,
"Nobody has been talking about it (Medicaid fraud), focused on it, or paying attention to it.",1.0,politics,politifact,
"Says Chelsea Clinton tweeted, ""If Jesus were alive today he'd be working at Planned Parenthood.",0.0,politics,politifact,
"Says ""under Oregon law, girls from 15 years of age and up are given complete control over whether to be sterilized or not.",1.0,politics,politifact,
"Says Chuck Todd said the Roy Moore story ""felt completely orchestrated.",1.0,politics,politifact,
"Says ""sixty-two percent of small businesses over the last five years went under because they couldn't pay their health care bills.",1.0,politics,politifact,
"A photo shows a Trump rally in Pennsylvania, not the Woodstock music festival.",0.0,politics,politifact,
"Shows a photo of two similar Wall Street Journal newspapers with different headlines about President Donald Trump, and describes the editions as, ""Same paper, same dates, different markets. What did you just learn? Feeling manipulated yet?",1.0,politics,politifact,
Says Ted Cruz just flip-flopped about the president needing to be U.S.-born.,0.0,politics,politifact,
After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.,1.0,politics,politifact,
"In South Dakota, I'm putting prayer back in our schools.",1.0,politics,politifact,
"Solar companies ""have to give solar panels away for completely no net cost.",1.0,politics,politifact,
"The Obama administration offered ""$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza.",1.0,politics,politifact,
Matt Gaetz has had numerous DUIs and his dad got him off each time. He was part of a company that had to pay 75 million in hospice fraud. They stole from dying people.,1.0,politics,politifact,
Ron Howard wrote a Facebook post about being a liberal.,1.0,politics,politifact,
Chicago maintained the lowest unemployment rate through most of 2021 of any large American city.,1.0,politics,politifact,
Says David Hogg wasn't at school during the Parkland school shooting.,0.0,politics,politifact,
A filibuster has never really been successfully used against a Supreme Court justice.,1.0,politics,politifact,
Before 1973 it was illegal in the U.S. to profit off of health care.,1.0,politics,politifact,
Ken Starr's plane just disappeared on his way to D.C. to testify against Hillary (Clinton).,0.0,politics,politifact,
Did you know? Dentists are the only physicians that believe you can get away with leaving dead tissue in the body. One root canal tooth can shut down 63% of your immune system.,1.0,politics,politifact,
"Republican leadership has not been clear about whether they support Rep. Ramthun's illegal and undemocratic resolution"" on the 2020 election.",1.0,politics,politifact,
Says the Obamas are connected to the Varsity Blues college admissions scandal.,1.0,politics,politifact,
"Eighty-five percent . . . of Rhode Island tax returns that were filed for the year 2010 . . . were from individuals who earned $30,000 or less.",0.0,politics,politifact,
Russia is targeting U.S. biological weapons labs in Ukraine invasion.,1.0,politics,politifact,
Everyone is only dying of coronavirus now.,1.0,politics,politifact,
"California voters who go to the polls to vote in person will be ""TURNED AWAY & CANNOT VOTE"" unless they change their voting preference to ""NO to mail in voting.",0.0,politics,politifact,
"Australian officials ""are giving cows mRNA vaccines.",1.0,politics,politifact,
More businesses are closing than opening in Virginia today.,1.0,politics,politifact,
"Newt Gingrich ""co-sponsored a bill with Nancy Pelosi that would have given $60 million a year to a U.N. program supporting China's brutal one-child policy.",0.0,politics,politifact,
"The last quarter, it was just announced, our gross domestic product … was below zero. Who ever heard of this? It's never below zero.",0.0,politics,politifact,
Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,1.0,politics,politifact,
"Unfortunately, since Mr. Foster's been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",1.0,politics,politifact,
"Rabbi taken hostage in Texas synagogue is ""anti-Zionist"" who may have known gunman.",1.0,politics,politifact,
"The Libertarian Party ""is the third-largest political party in the U.S.",1.0,politics,politifact,
"Says the difference between her and Barack Obama is ""about 35 years of experience.",1.0,politics,politifact,
"Says Gov. Scott Walker made ""draconian cuts"" to public safety budgets that put police officers at ""greater risk of harm.",1.0,politics,politifact,
We know from the social science that children do best with a mom and a dad.,1.0,politics,politifact,
"Ambassador Susan Rice Tribunal, Gavin Newsom indicted.",0.0,politics,politifact,
"Nearly 40,000 new jobs have been created in the last year due to the new wells . . . right here in Ohio.",0.0,politics,politifact,
"The Chamber of Commerce says new carbon regulations will kill ""244,000 jobs a year"" and cost average families ""$1,200 a year.",1.0,politics,politifact,
A bodyguard of a high-ranking Democrat in Congress fired the shot that killed Ashli Babbitt on Jan. 6.,1.0,politics,politifact,
if your child gets this virus their going to hospital alone in a van with people they don't know...to be with people they don't know… you will be at home without them in their time of need.,0.0,politics,politifact,
Bruce Starr was the only senator to vote for stronger ethics laws and greater accountability.,1.0,politics,politifact,
"Quotes Joe Biden as saying ""no ordinary American cares about constitutional rights.",1.0,politics,politifact,
"Health care reform: ""Everything about it is going to raise costs, raise taxes and lower the quality of health care.",1.0,politics,politifact,
"Medicaid expansion ""could cost the Commonwealth of Virginia over $1 billion a year...",1.0,politics,politifact,
Says about 80% to 90% of people seeking asylum do not have a valid claim.,1.0,politics,politifact,
"Supreme Court Justices Amy Coney Barrett and Samuel Alito said that the U.S. needs a ""domestic supply of infants"" to meet the needs of parents seeking to adopt.",1.0,politics,politifact,
"Says Wisconsin's 2011-13 state budget contains ""no fee increases",0.0,politics,politifact,
Electrically charged stones discovered in Congo.,1.0,politics,politifact,
"There is a precedent"" for not nominating someone to the U.S. Supreme Court ""in the middle of a presidential election.",1.0,politics,politifact,
CDC director finally admits that COVID cases were overcounted in hospitals,1.0,politics,politifact,
"Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country.",1.0,politics,politifact,
The Democratic Party just confirmed Michelle Obama will be its nominee and nobody noticed.,1.0,politics,politifact,
"Says unemployment in Ohio ""is significantly higher than the unemployment rate in states which are not forced union states and it's always been that way.",1.0,politics,politifact,
"The cost of an automobile, it's kind of back to what it was before the pandemic.",1.0,politics,politifact,
Dead people always vote Democrat.,1.0,politics,politifact,
"Says the USMCA is the ""biggest trade deal ever made.",1.0,politics,politifact,
"For every Kentuckian that has enrolled in Obamacare, 40 have been dropped from their coverage.",0.0,politics,politifact,
The studies have shown us that [drug testing for welfare recipients] will be saving us money,1.0,politics,politifact,
"Under the new health care law, the elderly will be denied care when they have ""passed the age limit for treatment.",0.0,politics,politifact,
Breaking: UK Prepares For Full Lockdown After Hundreds Of New Cases — Wuhan Super Virus Updates.,1.0,politics,politifact,
"Only one member of Iowa's federal delegation"" voted in favor of the bipartisan infrastructure legislation.",1.0,politics,politifact,
"Obama ""has no experience or background at all in national security affairs.",1.0,politics,politifact,
Says he was the first person to call for invoking the Defense Production Act.,1.0,politics,politifact,
"A photo taken on Jan. 6, 2021, at the United States Capitol riot was ""doctored to look as if the Capitol was on fire.",1.0,politics,politifact,
Hollywood celebs: We will go on 'total strike' if Trump does not resign.,1.0,politics,politifact,
Guess who is the marketing CEO of Zoom? Pelosi's daughter/Newsome's cousin.,1.0,politics,politifact,
"An image shows ""a medical oddity that is characterized by having two pupils in each eyeball.",1.0,politics,politifact,
"Says ""Romney supported a law that could have made most common forms of birth control illegal.",1.0,politics,politifact,
"While states used to have regulatory power over fishing, federal law now regulates down to the tenth of the inch the minimum size of fish that anglers can keep.",0.0,politics,politifact,
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years.,1.0,politics,politifact,
Nicole Kidman 'blacklisted' from Hollywood for vowing to support president.,1.0,politics,politifact,
"Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with ""taxpayer-funded health care for life.",0.0,politics,politifact,
"Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 ""just a seasonal flu.",1.0,politics,politifact,
"The toxicity of COVID-Omicron is 5 times higher than that of the delta variant, and the mortality rate is also higher than that of Delta.",1.0,politics,politifact,
"He has ""ushered in $3 billion in new investment.",1.0,politics,politifact,
"We didn't go out asking people"" to join the ""stand your ground"" task force.",1.0,politics,politifact,
"Video shows Alexandria Ocasio-Cortez pouring shots for a group of people ""days before testing positive"" for COVID-19.",1.0,politics,politifact,
"Says U.S. Senate rival Tommy Thompson ran Medicare ""into the ground"" and ""nine years closer to bankruptcy.",1.0,politics,politifact,
"Says Gov. Scott Walker approved a ""gutting"" of two tax credits that help the poor and elderly.",1.0,politics,politifact,
"Cornell University professor Robert Oswald said ""COVID-19 was imaginary and fictitious.",0.0,politics,politifact,
"Supreme Court Justice Clarence Thomas and his wife Ginni posted a photo of themselves enjoying a $5,135 bottle of wine ""as American women despair about abortion rights being taken away from them.",1.0,politics,politifact,
Video shows movers carrying boxes out of the White House as President Trump discusses 2020 election results.,1.0,politics,politifact,
"Elon Musk tweeted, ""The Democrats paid the CEO Jack Dorsey of Twitter millions of dollars to block and delete people's pages during the 2020 election.",1.0,politics,politifact,
There's no plan from Senate Democrats or the White House to replace the sequester.,0.0,politics,politifact,
"U.S. Rep. Debbie Wasserman Schultz ""has blamed the Republicans for the creation of Hamas.",1.0,politics,politifact,
"Says new GOP Wisconsin Assembly members ""voted to take funding away from their public schools in their districts to give it to private Milwaukee voucher schools.",1.0,politics,politifact,
"The wives of the 9/11 hijackers ""knew exactly what was happening"" and went back to Saudi Arabia two days before the attacks to watch their husbands on television flying the planes.",1.0,politics,politifact,
"Under Cuccinelli's tax cut plan, ""school divisions across Virginia could be forced to fire over 8,000 teachers.",1.0,politics,politifact,
When I was U.S. Attorney we wound up putting 10 percent of the state Legislature in jail during my seven years.,1.0,politics,politifact,
Jaime Harrison is being left off of South Carolina ballots,1.0,politics,politifact,
"Says Nancy Pelosi ""won't let Capitol police testify about what happened Jan. 6.",1.0,politics,politifact,
"Facebook users can avoid ""problems with your Facebook going against community standards"" by changing your settings.",0.0,politics,politifact,
"Governing magazine has ""estimated that in the states that don't expand Medicaid, a minimum, they said of 40 percent of rural hospitals will close in those states...",1.0,politics,politifact,
Photo shows fighting in Ukraine.,1.0,politics,politifact,
Trump: 'I am sending troops to South Africa and they will not leave until the killing stop and the land issue resolved.',0.0,politics,politifact,
The most recent survey of climate scientists said about 57 percent don't agree with the idea that 95 percent of the change in the climate is caused by CO2.,1.0,politics,politifact,
"A map shows ""all the cargo ships backed up by the Suez Canal. Get ready for shortages and prices to skyrocket.",1.0,politics,politifact,
An email shows that employers are requiring employees to wear masks during Zoom meetings.,1.0,politics,politifact,
"This year's redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",1.0,politics,politifact,
"Emboldened by election, Texas Republicans kill Medicaid funding for kids with disabilities.",0.0,politics,politifact,
"Trey Gowdy said, ""I'm not saying COVID-19 isn't real…. But pay attention folks, there's much more going on here than what meets the eye.",1.0,politics,politifact,
"Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",1.0,politics,politifact,
Ivermectin sterilizes the majority (85%) of the men who take it.,1.0,politics,politifact,
"Donald Trump ""never left"" the White House.",0.0,politics,politifact,
Joe Biden didn't sign an antilynching bill in a ceremony outside the White House on March 29.,1.0,politics,politifact,
"Terry McAuliffe has ""threatened to shut down Virginia's government if his budget plan isn't supported.",1.0,politics,politifact,
Gov. Scott Walker and the Republican-controlled state legislature have added over $140 million in new special interest spending,0.0,politics,politifact,
"Donald Trump Jr. tweeted, ""While my father loves almost all his supporters, please do not come to Mar-a-Lago to support President Trump. We have many important people coming through the club and need to keep it clean.",1.0,politics,politifact,
"The cap-and-trade bill before Congress ""prevents you from selling your home without the permission of the EPA administrator.",0.0,politics,politifact,
Law passed: All child support in the United States will end by beginning of 2018.,0.0,politics,politifact,
Video shows former President Donald Trump saying an impostor is pretending to be President Joe Biden.,1.0,politics,politifact,
[Georgia] Republicans have mismanaged unemployment benefits.,1.0,politics,politifact,
An ingredient in some of Chick-fil-A's dipping sauces can cause serious health problems.,1.0,politics,politifact,
"California's Attorney General, Xavier Becerra is putting together plans to raise property tax revenue by eliminating the only thing keeping some people's property tax from sky rocketing, Prop 13.",1.0,politics,politifact,
"Says U.S. Rep. Ron Kind's ""stimulus cost taxpayers $278,000 per job.",1.0,politics,politifact,
"Says photos show the Trump-Ukraine whistleblower with Chuck Schumer, Elizabeth Warren, Nancy Pelosi and Hillary Clinton.",0.0,politics,politifact,
The Democrats don't want to do anything having to do with protecting people from eviction.,1.0,politics,politifact,
Says Obama sent $450 million to China to build a wind farm in Texas.,0.0,politics,politifact,
You might be surprised to know that 137 billion gallons flows (into Lake Erie) every day. You might be surprised to know that only 86.3 billion gallons flow out. ... Leaving us a net surplus of approximately 50 billion gallons a day.,1.0,politics,politifact,
Obama certificate a fake.,0.0,politics,politifact,
"An Iowa policy ""provides for a state round up of Iowa citizens who might be exposed to the swine flu virus.",1.0,politics,politifact,
"Says John McCain ""has done nothing to help the vets.",1.0,politics,politifact,
"In the United States, 50 percent of social services are provided by the Catholic church.",1.0,politics,politifact,
"Says Kurt Russell said ""if the Dems regain power, they have promised to abolish the 1st, 2nd, 4th, 5th & 6th amendments. Also the Senate, the Electoral College, the Supreme Court, borders, ICE, and more. When do we get to declare them enemies of the state?",0.0,politics,politifact,
"Says Ron Johnson ""voted five times for tax breaks that help companies ship Wisconsin jobs overseas.",1.0,politics,politifact,
Roy Moore fought for pay increases for politicians while courts had to shut down because of lack of funding.,1.0,politics,politifact,
NYC man drops dead in middle of street — suspected coronavirus!,1.0,politics,politifact,
Hillary Clinton hanged at GITMO.,0.0,politics,politifact,
KFC tweeted an image of a chicken drumstick for Black History Month.,1.0,politics,politifact,
"Deals struck on his first foreign trip as president made and saved ""millions of jobs.",1.0,politics,politifact,
A photo shows sex traffickers using an abandoned child car seat to lure in victims.,1.0,politics,politifact,
"Says President Theodore Roosevelt said ""To anger a conservative, lie to him. To anger a liberal, tell him the truth.",0.0,politics,politifact,
"Ballots in Arizona's Maricopa County"" from the 2020 presidential election ""found shredded and in dumpster days before Senate audit to begin.",1.0,politics,politifact,
"Denies that he said the Obama campaign ""played the race card.",0.0,politics,politifact,
'The largest bust in U.S. history' 412 Muslims arrested from Michigan!,1.0,politics,politifact,
"Says Tony Thurmond was ""sued by the ACLU"" for leaving students in unsafe conditions.",1.0,politics,politifact,
"Says U.S. Rep. Paul Ryan promised to ""end health care for our seniors.",0.0,politics,politifact,
"Speaker Nancy Pelosi held a T-shirt that reads, ""I'm proud of my gay husband.",0.0,politics,politifact,
Says President Trump's limousine driver did burnouts to entertain Daytona 500 spectators during a rain delay.,0.0,politics,politifact,
Richard Nixon was the last president to be impeached.,1.0,politics,politifact,
"Says Ohio Treasurer Josh ""Mandel first claimed bank fraud in June 2010 but did nothing for more than a year while raising money for his (Republican) Senate campaign.",0.0,politics,politifact,
Says the CDC recommends men shave their beards to protect against coronavirus.,1.0,politics,politifact,
"Photos show Queen Elizabeth II was a ""Luciferian.",1.0,politics,politifact,
Beware - George Soros is starting a Fake News site in Missouri,1.0,politics,politifact,
Joe Biden gave his used face mask to Stephen Breyer.,1.0,politics,politifact,
"Says he has ""always"" believed ""in a woman's right to choose.",1.0,politics,politifact,
"The Washington D.C.-area ""never has a recession.",1.0,politics,politifact,
"CNN tweeted about ""brave children"" in Ukraine signing up to fight Russia.",0.0,politics,politifact,
Qataris don't really work.,1.0,politics,politifact,
"Olympic Village has cardboard beds ""to prevent Olympians from having sex, and thus risk spreading (COVID-19).",0.0,politics,politifact,
"U.S. and Virginia murders are ""usually gangbangers killing gangbangers.",1.0,politics,politifact,
The Australian Technical Advisory Group on Immunisation advised that the COVID-19 vaccine may be given to patients under sedation for unrelated procedures without consent as a way to force compliance.,1.0,politics,politifact,
Says Democrats cut $35 million from the state budget for Information Technology improvements.,1.0,politics,politifact,
"Says abortion doctors are ""flying into this state, performing abortions and flying out.",1.0,politics,politifact,
"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.",1.0,politics,politifact,
"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.",1.0,politics,politifact,
If all goes 'well' it'll become federal law to get the (COVID-19) vaccine.,1.0,politics,politifact,
Video shows Rep. Nancy Pelosi being arrested.,0.0,politics,politifact,
"People not vaccinated against COVID-19 ""came out the best.",1.0,politics,politifact,
Prince was sacrificed for (Queen Elizabeth II's) 90th birthday.,0.0,politics,politifact,
Says a photo shows Barack Obama looking through binoculars the wrong way.,0.0,politics,politifact,
Ukraine President Volodymyr Zelenskyy makes $11 million a month and has a net worth of $596 million.,1.0,politics,politifact,
Military arrests Hunter Biden!,0.0,politics,politifact,
We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.,1.0,politics,politifact,
"Says the nation is locked down and there's ""a wide open border.",1.0,politics,politifact,
"As Secretary of State, Hillary Clinton laundered money to Bill Clinton through Laureate Education, while Bill Clinton was an honorary chairman of the group.",1.0,politics,politifact,
"Judge Aileen Cannon ""loses her license.",1.0,politics,politifact,
Florida schools (were) still open during the start of the hurricane.,1.0,politics,politifact,
Country singer Jake Flint died because of the COVID-19 vaccine.,1.0,politics,politifact,
"Amazon's ""Utopia"" TV series predicted the COVID-19 pandemic and an intentional effort to sterilize humans, showing the pandemic was planned.",0.0,politics,politifact,
"A leaked email from a Liberal Party politician shows the Canadian government's plan to ""reset"" the economy and seize private property.",0.0,politics,politifact,
"Between 27,000 and 200,000 Wisconsinites were ""turned away"" from the polls in 2016 due to lack of proper identification.",0.0,politics,politifact,
"After learning some officers are Jewish, ""Ilhan Omar says police shouldn't exist.",0.0,politics,politifact,
Doctors who discovered cancer enzymes in vaccines all found murdered.,0.0,politics,politifact,
U.S. Steel just announced that they are building six new steel mills.,1.0,politics,politifact,
The U.K. is no longer recommending the Pfizer-BioNTech COVID-19 mRNA vaccine for pregnant women.,1.0,politics,politifact,
"Says Military Times reported that a study found ""60% of sailors who had been fully vaccinated with 2-shot series vaccines are now at risk for heart disease.",1.0,politics,politifact,
